#name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc022clx.1	chrY	-	15409388	15592550	15409582	15591545	27	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470343,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470499,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F8W8R7	uc022clx.1
uc022cly.1	chrY	-	15409388	15592550	15409582	15591545	26	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F8W8R7	uc022cly.1
uc022cle.1	chrY	-	15409388	15592550	15409582	15508806	25	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470967,15471646,15472309,15478146,15481135,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471102,15471866,15472360,15478273,15481229,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH53	uc022cle.1
uc022clc.1	chrY	-	15409388	15592550	15409582	15591545	26	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470343,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470433,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022clc.1
uc022clz.1	chrY	-	15409388	15592550	15409582	15478256	26	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15515662,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15515768,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022clz.1
uc022clf.1	chrY	-	15409388	15592550	15409582	15591545	25	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15467254,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH66	uc022clf.1
uc022clg.1	chrY	-	15409388	15592550	15409582	15478256	25	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481140,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022clg.1
uc022cld.1	chrY	-	15409388	15592550	15409582	15591545	26	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466665,15467254,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15466713,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH64	uc022cld.1
uc022cli.1	chrY	-	15409388	15592550	15409582	15591545	26	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466665,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15466713,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH64	uc022cli.1
uc022clh.1	chrY	-	15409388	15592550	15409582	15591545	24	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022clh.1
uc022clj.1	chrY	-	15409388	15592550	15409582	15478256	27	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466665,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15483561,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15466713,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15483677,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH64	uc022clj.1
uc022cll.1	chrY	-	15409388	15592550	15409582	15522911	28	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15467254,15467802,15469756,15470343,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15551566,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470499,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15551646,15560946,15582109,15591197,15592550,	F5H4V7	uc022cll.1
uc022clm.1	chrY	-	15409388	15592550	15409582	15471711	25	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470967,15471646,15472309,15478146,15481135,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471043,15471866,15472408,15478273,15481229,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH53	uc022clm.1
uc022cln.1	chrY	-	15409388	15592550	15409582	15508806	24	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH65	uc022cln.1
uc022clo.1	chrY	-	15409388	15592550	15409582	15591545	24	15409388,15410836,15414756,15417278,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022clo.1
uc022clp.1	chrY	-	15409388	15592550	15409582	15522911	24	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15591197,15592550,	O14607	uc022clp.1
uc022clq.1	chrY	-	15409388	15592550	15409582	15591545	23	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH65	uc022clq.1
uc004fsy.3	chrY	-	15409388	15592550	15409582	15591545	25	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	NP_872600	uc004fsy.3
uc022cls.1	chrY	-	15409388	15592550	15409582	15591545	26	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471102,15471866,15472360,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F8W8R7	uc022cls.1
uc022clr.1	chrY	-	15409388	15592550	15409582	15478256	28	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15511817,15512429,15515662,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15511931,15512566,15515768,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022clr.1
uc022clt.1	chrY	-	15409388	15592550	15409582	15478256	26	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15511817,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15511931,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022clt.1
uc022clv.1	chrY	-	15409388	15592550	15409582	15478256	27	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15515662,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15515768,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH53	uc022clv.1
uc022clu.1	chrY	-	15409388	15592550	15409582	15591545	25	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472360,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH39	uc022clu.1
uc022clw.1	chrY	-	15409388	15592550	15409582	15591545	27	15409388,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470343,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470433,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F8W8R7	uc022clw.1
uc022cma.1	chrY	-	15434913	15522993	15434993	15508806	15	15434913,15435434,15436480,15438100,15447442,15466665,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15508797,15522872,	15435248,15435640,15436586,15438230,15448215,15466713,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15508852,15522993,	O14607-2	uc022cma.1
uc022cmb.1	chrY	-	15434913	15582109	15434993	15471711	20	15434913,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470343,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15562578,15582000,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470401,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15562700,15582109,	F5H3N7	uc022cmb.1
uc022cmc.1	chrY	-	15434913	15592550	15434913	15434913	25	15434913,15435434,15436480,15438100,15447442,15447771,15466665,15467254,15467802,15469756,15470190,15470343,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15447680,15448215,15466733,15467278,15467898,15469849,15470258,15470433,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,		uc022cmc.1
uc022cme.1	chrY	-	15434913	15592550	15434913	15434913	20	15434913,15435434,15436480,15438100,15447442,15467802,15469756,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15447680,15467898,15469849,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,		uc022cme.1
uc022cmg.1	chrY	-	15434913	15592550	15434993	15591545	20	15434913,15435434,15436480,15438100,15447442,15467254,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472360,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH41	uc022cmg.1
uc022cmf.1	chrY	-	15434913	15592550	15434993	15478256	21	15434913,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15511817,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15511931,15522993,15526673,15560946,15582109,15591197,15592550,	O14607-2	uc022cmf.1
uc022cmi.1	chrY	-	15434913	15592550	15434993	15478256	22	15434913,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15515662,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15515768,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH58	uc022cmi.1
uc022cmh.1	chrY	-	15434913	15592550	15434993	15591545	20	15434913,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472360,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH41	uc022cmh.1
uc022cmj.1	chrY	-	15434913	15592550	15434993	15591545	22	15434913,15435434,15436480,15438100,15447442,15467254,15467802,15469756,15470343,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470499,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MHC2	uc022cmj.1
uc022cmm.1	chrY	-	15434913	15592550	15434993	15591545	22	15434913,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470343,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470499,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH58	uc022cmm.1
uc022cml.1	chrY	-	15434913	15592550	15434993	15591545	22	15434913,15435434,15436480,15438100,15447442,15466665,15466882,15467802,15469756,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15466713,15467278,15467898,15469849,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH58	uc022cml.1
uc022cmn.1	chrY	-	15434913	15592550	15434993	15591545	21	15434913,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH58	uc022cmn.1
uc022cmr.1	chrY	-	15434913	15592550	15434993	15591545	22	15434913,15435434,15436480,15438100,15447442,15466665,15466882,15467802,15469756,15470343,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15466713,15467278,15467898,15469849,15470433,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607-2	uc022cmr.1
uc022cmp.1	chrY	-	15434913	15592550	15434913	15434913	20	15434913,15435434,15436480,15438100,15466665,15467254,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15466713,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,		uc022cmp.1
uc022cmo.1	chrY	-	15434913	15592550	15434993	15478256	20	15434913,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15478146,15481135,15505738,15508797,15515662,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15478273,15481229,15505773,15508852,15515768,15522993,15526673,15560946,15582109,15591197,15592550,	F5H3N7	uc022cmo.1
uc022cmq.1	chrY	-	15434913	15592550	15434913	15434913	19	15434913,15435434,15436480,15438100,15467254,15467802,15469756,15471646,15478146,15481135,15505738,15508797,15515662,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15467278,15467898,15469849,15471866,15478273,15481229,15505773,15508852,15515768,15522993,15526673,15560946,15582109,15591197,15592550,		uc022cmq.1
uc022cmt.1	chrY	-	15434913	15592550	15434993	15591545	20	15434913,15435434,15436480,15438100,15447442,15467254,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607-2	uc022cmt.1
uc022cms.1	chrY	-	15434913	15592550	15434993	15591545	19	15434913,15435434,15436480,15438100,15447442,15467254,15467802,15469756,15471646,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F5H3N7	uc022cms.1
uc022cmu.1	chrY	-	15434913	15592550	15434993	15591545	20	15434913,15435434,15436480,15438100,15447442,15466665,15466882,15467802,15469756,15471646,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15466713,15467278,15467898,15469849,15471866,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F5H3N7	uc022cmu.1
uc022cmv.1	chrY	-	15434913	15592550	15434993	15591545	19	15434913,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F5H3N7	uc022cmv.1
uc022cmw.1	chrY	-	15434913	15592550	15434993	15508806	20	15434913,15435434,15436480,15438100,15447442,15466665,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15466713,15467278,15467898,15469849,15471866,15472360,15478273,15481229,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607-2	uc022cmw.1
uc022cmx.1	chrY	-	15434913	15592550	15434993	15508806	19	15434913,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472360,15478273,15481229,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH41	uc022cmx.1
uc022cmy.1	chrY	-	15434913	15592550	15434993	15508806	20	15434913,15435434,15436480,15438100,15447442,15448115,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15447680,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607-2	uc022cmy.1
uc022cmz.1	chrY	-	15434913	15592550	15434993	15508806	19	15434913,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15478146,15481135,15508797,15515662,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15478273,15481229,15508852,15515768,15522993,15526673,15560946,15582109,15591197,15592550,	F5H3N7	uc022cmz.1
uc022cna.1	chrY	-	15434913	15592550	15434993	15522911	20	15434913,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15478146,15481135,15505738,15508797,15522872,15526614,15551566,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15478273,15481229,15505773,15508852,15522993,15526673,15551646,15560946,15582109,15591197,15592550,	F5H3N7	uc022cna.1
uc022cnb.1	chrY	-	15434913	15592550	15434993	15508806	18	15434913,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15478146,15481135,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15478273,15481229,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F5H3N7	uc022cnb.1
uc022cnc.1	chrY	-	15434913	15592550	15434993	15471838	18	15434913,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15481135,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472360,15481229,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F5H3N7	uc022cnc.1
uc022cnd.1	chrY	-	15434913	15592550	15434993	15591545	20	15434913,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470343,15470967,15471646,15472309,15478146,15481135,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470499,15471102,15471866,15472408,15478273,15481229,15522993,15526673,15560946,15582109,15591197,15592550,	F4MHK2	uc022cnd.1
uc022cne.1	chrY	-	15434913	15592550	15434913	15434913	17	15434913,15435434,15436480,15438100,15466665,15467802,15469756,15471646,15472309,15478146,15481135,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15466713,15467898,15469849,15471866,15472408,15478273,15481229,15522993,15526673,15560946,15582109,15591197,15592550,		uc022cne.1
uc022cnf.1	chrY	-	15434913	15592550	15434993	15591545	18	15434913,15435434,15436480,15438100,15447442,15467254,15467802,15469756,15471646,15472309,15478146,15481135,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15522993,15526673,15560946,15582109,15591197,15592550,	O14607-2	uc022cnf.1
uc022cng.1	chrY	-	15434913	15592550	15434993	15591545	18	15434913,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15522993,15526673,15560946,15582109,15591197,15592550,	O14607-2	uc022cng.1
uc022cnh.1	chrY	-	15434913	15592550	15434993	15591545	9	15434913,15435434,15436480,15438100,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15526673,15560946,15582109,15591197,15592550,	F4MH49	uc022cnh.1
uc004fsz.3	chrY	-	15434913	15592550	15434993	15591545	20	15434913,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607-2	uc004fsz.3
uc022cni.1	chrY	-	15434947	15592550	15435228	15478256	21	15434947,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15515662,15522872,15526614,15560896,15582000,15591133,15591393,	15435270,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472360,15478273,15481229,15505773,15508852,15515768,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH39	uc022cni.1
uc022cnj.1	chrY	-	15434947	15592550	15435228	15478256	21	15434947,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15511817,15522872,15526614,15560896,15582000,15591133,15591393,	15435270,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15511931,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022cnj.1
uc022cnk.1	chrY	-	15434947	15592550	15435228	15591545	20	15434947,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435270,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472360,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH39	uc022cnk.1
uc022cnm.1	chrY	-	15434947	15592550	15435228	15591545	22	15434947,15435434,15436480,15438100,15447442,15466665,15466882,15467802,15469756,15470343,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435270,15435640,15436586,15438230,15448215,15466713,15467278,15467898,15469849,15470499,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH64	uc022cnm.1
uc022cnl.1	chrY	-	15434947	15592550	15435228	15591545	20	15434947,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470343,15471646,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435270,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470433,15471866,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F5GWV3	uc022cnl.1
